5.5005e+03	2.3444e-05
5.5017e+03	2.3449e-05
5.5029e+03	2.3453e-05
5.5040e+03	2.3458e-05
5.5052e+03	2.3462e-05
5.5063e+03	2.3467e-05
5.5075e+03	2.3471e-05
5.5087e+03	2.3476e-05
5.5098e+03	2.3480e-05
5.5110e+03	2.3484e-05
5.5121e+03	2.3489e-05
5.5133e+03	2.3493e-05
5.5145e+03	2.3498e-05
5.5156e+03	2.3502e-05
5.5168e+03	2.3507e-05
5.5179e+03	2.3511e-05
5.5191e+03	2.3515e-05
5.5203e+03	2.3520e-05
5.5214e+03	2.3524e-05
5.5226e+03	2.3529e-05
5.5237e+03	2.3533e-05
5.5249e+03	2.3537e-05
5.5261e+03	2.3542e-05
5.5272e+03	2.3546e-05
5.5284e+03	2.3550e-05
5.5295e+03	2.3555e-05
5.5307e+03	2.3559e-05
5.5319e+03	2.3563e-05
5.5330e+03	2.3568e-05
5.5342e+03	2.3572e-05
5.5353e+03	2.3576e-05
5.5365e+03	2.3581e-05
5.5377e+03	2.3585e-05
5.5388e+03	2.3589e-05
5.5400e+03	2.3593e-05
5.5411e+03	2.3598e-05
5.5423e+03	2.3602e-05
5.5434e+03	2.3606e-05
5.5446e+03	2.3610e-05
5.5458e+03	2.3614e-05
5.5469e+03	2.3619e-05
5.5481e+03	2.3623e-05
5.5492e+03	2.3627e-05
5.5504e+03	2.3631e-05
5.5516e+03	2.3635e-05
5.5527e+03	2.3639e-05
5.5539e+03	2.3643e-05
5.5550e+03	2.3647e-05
5.5562e+03	2.3651e-05
5.5574e+03	2.3655e-05
5.5585e+03	2.3659e-05
5.5597e+03	2.3663e-05
5.5608e+03	2.3667e-05
5.5620e+03	2.3671e-05
5.5632e+03	2.3675e-05
5.5643e+03	2.3679e-05
5.5655e+03	2.3683e-05
5.5666e+03	2.3687e-05
5.5678e+03	2.3691e-05
5.5690e+03	2.3695e-05
5.5701e+03	2.3698e-05
5.5713e+03	2.3702e-05
5.5724e+03	2.3706e-05
5.5736e+03	2.3710e-05
5.5748e+03	2.3713e-05
5.5759e+03	2.3717e-05
5.5771e+03	2.3721e-05
5.5782e+03	2.3724e-05
5.5794e+03	2.3728e-05
5.5806e+03	2.3732e-05
5.5817e+03	2.3735e-05
5.5829e+03	2.3739e-05
5.5840e+03	2.3742e-05
5.5852e+03	2.3746e-05
5.5863e+03	2.3749e-05
5.5875e+03	2.3753e-05
5.5887e+03	2.3756e-05
5.5898e+03	2.3760e-05
5.5910e+03	2.3763e-05
5.5921e+03	2.3766e-05
5.5933e+03	2.3770e-05
5.5945e+03	2.3773e-05
5.5956e+03	2.3776e-05
5.5968e+03	2.3780e-05
5.5979e+03	2.3783e-05
5.5991e+03	2.3786e-05
5.6003e+03	2.3789e-05
5.6014e+03	2.3792e-05
5.6026e+03	2.3795e-05
5.6037e+03	2.3798e-05
5.6049e+03	2.3802e-05
5.6061e+03	2.3805e-05
5.6072e+03	2.3808e-05
5.6084e+03	2.3810e-05
5.6095e+03	2.3813e-05
5.6107e+03	2.3816e-05
5.6119e+03	2.3819e-05
5.6130e+03	2.3822e-05
5.6142e+03	2.3825e-05
5.6153e+03	2.3828e-05
5.6165e+03	2.3830e-05
5.6177e+03	2.3833e-05
5.6188e+03	2.3836e-05
5.6200e+03	2.3838e-05
5.6211e+03	2.3841e-05
5.6223e+03	2.3844e-05
5.6235e+03	2.3846e-05
5.6246e+03	2.3849e-05
5.6258e+03	2.3851e-05
5.6269e+03	2.3853e-05
5.6281e+03	2.3856e-05
5.6293e+03	2.3858e-05
5.6304e+03	2.3861e-05
5.6316e+03	2.3863e-05
5.6327e+03	2.3865e-05
5.6339e+03	2.3867e-05
5.6350e+03	2.3870e-05
5.6362e+03	2.3872e-05
5.6374e+03	2.3874e-05
5.6385e+03	2.3876e-05
5.6397e+03	2.3878e-05
5.6408e+03	2.3880e-05
5.6420e+03	2.3882e-05
5.6432e+03	2.3884e-05
5.6443e+03	2.3886e-05
5.6455e+03	2.3888e-05
