2.0471	1.0000e+00	1.0000e+00
2.0487	3.0000e+00	1.7321e+00
2.0502	3.0100e+02	1.7349e+01
2.0518	4.5560e+03	6.7498e+01
2.0533	4.1960e+03	6.4777e+01
2.0549	3.8200e+03	6.1806e+01
2.0564	3.6210e+03	6.0175e+01
2.0580	3.4030e+03	5.8335e+01
2.0595	3.1910e+03	5.6489e+01
2.0611	2.7790e+03	5.2716e+01
2.0626	2.3930e+03	4.8918e+01
2.0642	2.0590e+03	4.5376e+01
2.0657	1.5880e+03	3.9850e+01
2.0673	1.2570e+03	3.5454e+01
2.0688	9.3100e+02	3.0512e+01
2.0704	7.9000e+02	2.8107e+01
2.0719	7.1500e+02	2.6739e+01
2.0735	5.4800e+02	2.3409e+01
2.0750	5.0700e+02	2.2517e+01
2.0766	4.6200e+02	2.1494e+01
2.0782	4.3400e+02	2.0833e+01
2.0797	4.1800e+02	2.0445e+01
2.0813	3.7800e+02	1.9442e+01
2.0828	3.3100e+02	1.8193e+01
2.0844	3.2200e+02	1.7944e+01
2.0859	3.1300e+02	1.7692e+01
2.0875	3.6800e+02	1.9183e+01
2.0890	3.1100e+02	1.7635e+01
2.0906	3.4700e+02	1.8628e+01
2.0921	3.4900e+02	1.8682e+01
2.0937	3.5900e+02	1.8947e+01
2.0952	3.5000e+02	1.8708e+01
2.0968	3.3500e+02	1.8303e+01
2.0983	3.4900e+02	1.8682e+01
2.0999	3.5500e+02	1.8841e+01
2.1014	3.8100e+02	1.9519e+01
2.1030	3.8500e+02	1.9621e+01
2.1045	3.3100e+02	1.8193e+01
2.1061	3.3800e+02	1.8385e+01
2.1076	3.7300e+02	1.9313e+01
2.1092	3.6100e+02	1.9000e+01
2.1107	3.3200e+02	1.8221e+01
2.1123	3.1500e+02	1.7748e+01
2.1138	3.3500e+02	1.8303e+01
2.1154	3.4200e+02	1.8493e+01
2.1169	3.3600e+02	1.8330e+01
2.1185	3.6100e+02	1.9000e+01
2.1200	3.3600e+02	1.8330e+01
2.1216	3.5500e+02	1.8841e+01
2.1231	3.5400e+02	1.8815e+01
2.1247	3.7000e+02	1.9235e+01
2.1262	3.2600e+02	1.8055e+01
2.1278	3.6500e+02	1.9105e+01
2.1293	3.2800e+02	1.8111e+01
2.1309	3.9700e+02	1.9925e+01
2.1324	3.8100e+02	1.9519e+01
2.1340	3.5900e+02	1.8947e+01
2.1355	4.0200e+02	2.0050e+01
2.1371	3.5300e+02	1.8788e+01
2.1386	3.7700e+02	1.9416e+01
2.1402	3.1600e+02	1.7776e+01
2.1417	2.3200e+02	1.5232e+01
2.1432	2.3600e+02	1.5362e+01
2.1448	2.4000e+02	1.5492e+01
2.1463	3.0800e+02	1.7550e+01
2.1479	3.0000e+02	1.7321e+01
2.1494	2.8900e+02	1.7000e+01
2.1510	2.7300e+02	1.6523e+01
2.1525	3.3600e+02	1.8330e+01
2.1541	3.7600e+02	1.9391e+01
2.1556	4.0500e+02	2.0125e+01
2.1572	3.7900e+02	1.9468e+01
2.1587	3.1300e+02	1.7692e+01
2.1603	3.3600e+02	1.8330e+01
2.1618	3.7300e+02	1.9313e+01
2.1634	3.8800e+02	1.9698e+01
2.1649	4.3800e+02	2.0928e+01
2.1665	4.4700e+02	2.1142e+01
2.1680	4.6300e+02	2.1517e+01
2.1696	4.6200e+02	2.1494e+01
2.1711	4.6300e+02	2.1517e+01
2.1727	4.8100e+02	2.1932e+01
2.1742	5.1300e+02	2.2650e+01
2.1758	4.2900e+02	2.0712e+01
2.1773	4.9600e+02	2.2271e+01
2.1789	4.6700e+02	2.1610e+01
2.1804	4.6800e+02	2.1633e+01
2.1820	5.4800e+02	2.3409e+01
2.1835	5.2800e+02	2.2978e+01
2.1851	5.8600e+02	2.4207e+01
2.1866	5.7100e+02	2.3896e+01
2.1881	6.3800e+02	2.5259e+01
2.1897	6.3500e+02	2.5199e+01
2.1912	7.1500e+02	2.6739e+01
