9.0000	6.0310e+03	7.7660e+01
10.0000	4.9610e+03	7.0434e+01
11.0000	4.0740e+03	6.3828e+01
12.0000	3.6370e+03	6.0308e+01
13.0000	3.0780e+03	5.5480e+01
14.0000	2.4990e+03	4.9990e+01
15.0000	2.2190e+03	4.7106e+01
16.0000	2.0520e+03	4.5299e+01
17.0000	1.8040e+03	4.2474e+01
18.0000	1.5100e+03	3.8859e+01
19.0000	1.3560e+03	3.6824e+01
20.0000	1.2220e+03	3.4957e+01
21.0000	1.1500e+03	3.3912e+01
22.0000	1.0150e+03	3.1859e+01
23.0000	9.6300e+02	3.1032e+01
24.0000	8.7500e+02	2.9580e+01
25.0000	8.7000e+02	2.9496e+01
26.0000	7.7200e+02	2.7785e+01
27.0000	7.1300e+02	2.6702e+01
28.0000	6.2100e+02	2.4920e+01
29.0000	5.7900e+02	2.4062e+01
30.0000	5.6000e+02	2.3664e+01
31.0000	4.8100e+02	2.1932e+01
32.0000	4.4800e+02	2.1166e+01
33.0000	4.5600e+02	2.1354e+01
34.0000	3.9900e+02	1.9975e+01
35.0000	3.6000e+02	1.8974e+01
36.0000	3.3600e+02	1.8330e+01
37.0000	3.1300e+02	1.7692e+01
38.0000	3.3400e+02	1.8276e+01
39.0000	3.0200e+02	1.7378e+01
40.0000	2.9600e+02	1.7205e+01
