1.0415	9.9000e+01	9.9499e+00
1.0405	8.0000e+01	8.9443e+00
1.0396	8.1000e+01	9.0000e+00
1.0386	7.8000e+01	8.8318e+00
1.0377	7.0000e+01	8.3666e+00
1.0367	9.5000e+01	9.7468e+00
1.0358	8.6000e+01	9.2736e+00
1.0348	1.0000e+02	1.0000e+01
1.0339	8.6000e+01	9.2736e+00
1.0329	8.5000e+01	9.2195e+00
1.0320	9.2000e+01	9.5917e+00
1.0310	1.0300e+02	1.0149e+01
1.0301	9.3000e+01	9.6437e+00
1.0291	9.1000e+01	9.5394e+00
1.0282	8.0000e+01	8.9443e+00
1.0273	8.2000e+01	9.0554e+00
1.0263	8.3000e+01	9.1104e+00
1.0254	1.0400e+02	1.0198e+01
1.0244	8.0000e+01	8.9443e+00
1.0235	8.0000e+01	8.9443e+00
1.0225	8.8000e+01	9.3808e+00
1.0216	9.3000e+01	9.6437e+00
1.0206	9.5000e+01	9.7468e+00
1.0197	1.0500e+02	1.0247e+01
1.0187	9.4000e+01	9.6954e+00
1.0178	8.2000e+01	9.0554e+00
1.0168	7.7000e+01	8.7750e+00
1.0159	1.0200e+02	1.0100e+01
1.0149	1.0700e+02	1.0344e+01
1.0140	7.5000e+01	8.6603e+00
1.0130	1.0000e+02	1.0000e+01
1.0121	1.1100e+02	1.0536e+01
1.0112	1.0000e+02	1.0000e+01
1.0102	8.5000e+01	9.2195e+00
1.0093	1.0400e+02	1.0198e+01
1.0083	8.3000e+01	9.1104e+00
1.0074	8.8000e+01	9.3808e+00
1.0064	7.7000e+01	8.7750e+00
1.0055	9.5000e+01	9.7468e+00
1.0045	9.6000e+01	9.7980e+00
1.0036	9.7000e+01	9.8489e+00
1.0026	8.4000e+01	9.1652e+00
1.0017	9.2000e+01	9.5917e+00
1.0007	8.1000e+01	9.0000e+00
0.9998	9.6000e+01	9.7980e+00
0.9988	9.4000e+01	9.6954e+00
0.9979	9.4000e+01	9.6954e+00
0.9969	8.9000e+01	9.4340e+00
0.9960	9.4000e+01	9.6954e+00
0.9951	1.0000e+02	1.0000e+01
0.9941	1.0000e+02	1.0000e+01
0.9932	1.0900e+02	1.0440e+01
0.9922	1.0100e+02	1.0050e+01
0.9913	9.8000e+01	9.8995e+00
0.9903	9.5000e+01	9.7468e+00
0.9894	9.9000e+01	9.9499e+00
0.9884	1.0900e+02	1.0440e+01
0.9875	1.0000e+02	1.0000e+01
0.9865	9.7000e+01	9.8489e+00
0.9856	8.4000e+01	9.1652e+00
0.9846	1.1500e+02	1.0724e+01
0.9837	1.0600e+02	1.0296e+01
0.9827	1.0000e+02	1.0000e+01
0.9818	1.1500e+02	1.0724e+01
0.9808	9.8000e+01	9.8995e+00
0.9799	9.8000e+01	9.8995e+00
0.9790	1.1400e+02	1.0677e+01
0.9780	1.2100e+02	1.1000e+01
0.9771	1.0500e+02	1.0247e+01
0.9761	9.9000e+01	9.9499e+00
0.9752	1.0400e+02	1.0198e+01
0.9742	9.3000e+01	9.6437e+00
0.9733	1.1700e+02	1.0817e+01
0.9723	8.8000e+01	9.3808e+00
0.9714	9.6000e+01	9.7980e+00
0.9704	9.5000e+01	9.7468e+00
0.9695	9.7000e+01	9.8489e+00
0.9685	1.1000e+02	1.0488e+01
0.9676	1.0500e+02	1.0247e+01
0.9666	1.1700e+02	1.0817e+01
0.9657	1.2200e+02	1.1045e+01
0.9647	1.1600e+02	1.0770e+01
0.9638	1.1600e+02	1.0770e+01
0.9628	1.0900e+02	1.0440e+01
0.9619	1.1300e+02	1.0630e+01
0.9609	1.0000e+02	1.0000e+01
0.9600	9.5000e+01	9.7468e+00
0.9591	1.2500e+02	1.1180e+01
0.9581	8.5000e+01	9.2195e+00
0.9572	1.0200e+02	1.0100e+01
0.9562	1.0500e+02	1.0247e+01
0.9553	9.6000e+01	9.7980e+00
0.9543	9.7000e+01	9.8489e+00
0.9534	9.6000e+01	9.7980e+00
0.9524	1.1200e+02	1.0583e+01
0.9515	1.0500e+02	1.0247e+01
0.9505	1.1100e+02	1.0536e+01
0.9496	1.1100e+02	1.0536e+01
0.9486	1.0600e+02	1.0296e+01
0.9477	1.1100e+02	1.0536e+01
0.9467	1.0400e+02	1.0198e+01
0.9458	1.0300e+02	1.0149e+01
0.9448	9.9000e+01	9.9499e+00
0.9439	1.0900e+02	1.0440e+01
0.9429	9.8000e+01	9.8995e+00
0.9420	1.0400e+02	1.0198e+01
0.9410	1.0300e+02	1.0149e+01
0.9401	1.0800e+02	1.0392e+01
0.9391	1.1100e+02	1.0536e+01
0.9382	1.2000e+02	1.0954e+01
0.9373	9.2000e+01	9.5917e+00
0.9363	1.0700e+02	1.0344e+01
0.9354	9.3000e+01	9.6437e+00
0.9344	9.3000e+01	9.6437e+00
0.9335	9.1000e+01	9.5394e+00
0.9325	1.0300e+02	1.0149e+01
0.9316	9.5000e+01	9.7468e+00
0.9306	1.1300e+02	1.0630e+01
0.9297	9.6000e+01	9.7980e+00
0.9287	9.8000e+01	9.8995e+00
0.9278	1.1100e+02	1.0536e+01
0.9268	9.6000e+01	9.7980e+00
0.9259	9.1000e+01	9.5394e+00
0.9249	9.8000e+01	9.8995e+00
0.9240	1.1500e+02	1.0724e+01
0.9230	9.4000e+01	9.6954e+00
0.9221	8.8000e+01	9.3808e+00
0.9211	1.2400e+02	1.1136e+01
0.9202	1.1300e+02	1.0630e+01
0.9192	1.0900e+02	1.0440e+01
0.9183	1.0600e+02	1.0296e+01
0.9173	1.2600e+02	1.1225e+01
0.9164	1.2000e+02	1.0954e+01
0.9155	9.2000e+01	9.5917e+00
0.9145	1.0500e+02	1.0247e+01
0.9136	1.2000e+02	1.0954e+01
0.9126	1.0400e+02	1.0198e+01
0.9117	1.0100e+02	1.0050e+01
0.9107	1.2500e+02	1.1180e+01
0.9098	9.6000e+01	9.7980e+00
0.9088	1.0200e+02	1.0198e+01
0.9079	1.0000e+02	1.0000e+01
0.9069	9.1000e+01	9.5394e+00
0.9060	1.1500e+02	1.0724e+01
0.9050	1.1800e+02	1.0863e+01
0.9041	8.6000e+01	9.2736e+00
0.9031	1.1100e+02	1.0536e+01
0.9022	1.2100e+02	1.1000e+01
0.9012	9.6000e+01	9.7980e+00
0.9003	1.0200e+02	1.0100e+01
0.8993	1.0700e+02	1.0344e+01
0.8984	1.0500e+02	1.0247e+01
0.8974	9.5000e+01	9.7468e+00
0.8965	1.1200e+02	1.0583e+01
0.8955	9.8000e+01	9.8995e+00
0.8946	1.1000e+02	1.0488e+01
0.8936	1.2700e+02	1.1269e+01
0.8927	1.0900e+02	1.0440e+01
0.8917	8.8000e+01	9.3808e+00
0.8908	1.0500e+02	1.0247e+01
0.8898	1.3300e+02	1.1533e+01
