-0.9033	8.7285e-04	2.8169e-05
-0.8984	8.5738e-04	2.8127e-05
-0.8934	9.0354e-04	2.8846e-05
-0.8884	8.6162e-04	2.7923e-05
-0.8834	9.4813e-04	2.9528e-05
-0.8785	1.0364e-03	3.0791e-05
-0.8735	1.1763e-03	3.2783e-05
-0.8684	1.2326e-03	3.3592e-05
-0.8635	1.1956e-03	3.3064e-05
-0.8585	1.1585e-03	3.2656e-05
-0.8534	1.1163e-03	3.1965e-05
-0.8485	1.0990e-03	3.1690e-05
-0.8435	1.0763e-03	3.1401e-05
-0.8386	1.1697e-03	3.2752e-05
-0.8335	1.1778e-03	3.2849e-05
-0.8285	9.8498e-04	2.9945e-05
-0.8235	8.9831e-04	2.8563e-05
-0.8185	9.0195e-04	2.8708e-05
-0.8136	9.0405e-04	2.8760e-05
-0.8085	8.7796e-04	2.8290e-05
-0.8035	8.7209e-04	2.8247e-05
